WaterQualityDateTime,SamplingRecordID,WaterQualityRecordID,WaterQualityDataID,SiteName,SampleLatitude,SampleLongitude,WaterbodyName,BasinName,CatchmentName,SubCatchmentName,Altitude,BottomDepth,RepNo,Depth,Temprature,pH,DO,Conductivity,Turbidity,TurbidityEstimate,SecchiDepth,ActualConductivity,Ammonium,BarometricPressure,Chorophyll_a,Density,DeviceSNPowerPack,DeviceSNSonde,ExternalVoltage,Latitude,Longitude,LocationDepth,Marked,Nitrate,Nitrite,ORP,OxygenPartialPressure,pHmv,Phosphate,Pressure,RDOSaturation,ReadingDatetime - Year,ReadingDatetime - Quarter,ReadingDatetime - Month,ReadingDatetime - Day,Resistivity,Salinity,Sulphate,Temperature789830,Temperature792353,TotalDissolvedSolids,TotalNitrogen,TotalPhosphorus,PROJECT_SEGMENTS
6/18/2019 12:50:00 AM,12884,8156,29965,2km D/S Menindee Bridge,-32.4026,142.4002,Darling River,Darling River,,LOWER DARLING CATCHMENT,,4,2,0.200000003,11.51000023,7.090000153,8.609999657,1.200000048,18.39999962,,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/18/2019 12:50:00 AM,12884,8156,29966,2km D/S Menindee Bridge,-32.4026,142.4002,Darling River,Darling River,,LOWER DARLING CATCHMENT,,4,1,1,11.51000023,7.079999924,8.210000038,1.200000048,18.20000076,,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/18/2019 12:50:00 AM,12884,8156,29968,2km D/S Menindee Bridge,-32.4026,142.4002,Darling River,Darling River,,LOWER DARLING CATCHMENT,,4,1,2,11.47999954,7.059999943,8.489999771,1.200000048,18.29999924,,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/18/2019 12:50:00 AM,12884,8156,29969,2km D/S Menindee Bridge,-32.4026,142.4002,Darling River,Darling River,,LOWER DARLING CATCHMENT,,4,1,3,11.47000027,7.03000021,8.210000038,1.210000038,20.10000038,,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/20/2019 1:25:00 AM,12886,8158,29984,2km D/S Menindee Main Weir,-32.31907,142.50528,Darling River,Darling River,,LOWER DARLING CATCHMENT,,2.1000000000000001,1,0.200000003,9.390000343,8.579999924,9.300000191,0.998000026,75.19999695,M,0.330000013,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/20/2019 1:25:00 AM,12886,8158,29985,2km D/S Menindee Main Weir,-32.31907,142.50528,Darling River,Darling River,,LOWER DARLING CATCHMENT,,2.1000000000000001,2,0.200000003,10.40999985,8.659999847,8.699999809,0.986000001,25.5,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/20/2019 1:25:00 AM,12886,8158,29986,2km D/S Menindee Main Weir,-32.31907,142.50528,Darling River,Darling River,,LOWER DARLING CATCHMENT,,2.1000000000000001,1,1,9.93999958,8.619999886,8.670000076,0.986000001,28.60000038,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/19/2019 1:22:00 AM,12887,8159,29987,4km D/S Texas Downs,-32.35457,142.46932,Darling River,Darling River,,LOWER DARLING CATCHMENT,,3,1,0.200000003,10.47999954,9.229999542,8.420000076,1.070000052,33.70000076,M,0.449999988,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/19/2019 1:22:00 AM,12887,8159,29988,4km D/S Texas Downs,-32.35457,142.46932,Darling River,Darling River,,LOWER DARLING CATCHMENT,,3,2,0.200000003,10.84000015,8.75,5.400000095,1.090000033,5,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/19/2019 1:22:00 AM,12887,8159,29989,4km D/S Texas Downs,-32.35457,142.46932,Darling River,Darling River,,LOWER DARLING CATCHMENT,,3,1,1,10.78999996,8.68999958,5.190000057,1.090000033,5.599999905,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/19/2019 1:22:00 AM,12887,8159,29990,4km D/S Texas Downs,-32.35457,142.46932,Darling River,Darling River,,LOWER DARLING CATCHMENT,,3,1,2,10.76000023,8.630000114,5.139999866,1.090000033,5.099999905,M,5.099999905,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
6/19/2019 1:22:00 AM,12887,8159,29991,4km D/S Texas Downs,-32.35457,142.46932,Darling River,Darling River,,LOWER DARLING CATCHMENT,,3,1,3,10.72999954,8.56000042,5.139999866,1.090000033,95,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2018/2019,Lower Darling Recovery:2019"
4/5/2018 12:43:00 AM,11965,10099,27793,5 Mile,-30.92049,150.20825,Namoi River,Namoi,NAMOI,BLUEVALE,260,2.3999999999999999,1,0.200000003,21.70999908,6.71999979,0.439999998,0.293000013,59,M,5.349999905,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
4/5/2018 12:43:00 AM,11965,10099,27794,5 Mile,-30.92049,150.20825,Namoi River,Namoi,NAMOI,BLUEVALE,260,2.3999999999999999,2,0.200000003,23.06999969,7.559999943,0.579999983,0.27700001,44,M,6.559999943,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
4/5/2018 12:43:00 AM,11965,10099,27798,5 Mile,-30.92049,150.20825,Namoi River,Namoi,NAMOI,BLUEVALE,260,2.3999999999999999,2,1,22.95999908,7.5,,0.275000006,46,M,6.570000172,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
4/5/2018 12:43:00 AM,11965,10099,27799,5 Mile,-30.92049,150.20825,Namoi River,Namoi,NAMOI,BLUEVALE,260,2.3999999999999999,2,2,22.89999962,7.480000019,,0.275999993,49,M,6.489999771,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/3/2016 11:43:00 PM,11077,9379,25547,5km D/S of Sandy Beach,-35.0754,147.69809,Murrumbidgee River,Murrumbidgee,,WAGGA WAGGA TO GUNDAGAI,190,,1,0.200000003,14.85000038,7.489999771,8.869999886,0.123000003,77,M,0.479999989,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
11/3/2016 11:43:00 PM,11077,9379,25552,5km D/S of Sandy Beach,-35.0754,147.69809,Murrumbidgee River,Murrumbidgee,,WAGGA WAGGA TO GUNDAGAI,190,,2,0.200000003,15.14000034,7.880000114,8.5,0.123000003,38.40000153,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
11/3/2016 11:43:00 PM,11077,9379,25553,5km D/S of Sandy Beach,-35.0754,147.69809,Murrumbidgee River,Murrumbidgee,,WAGGA WAGGA TO GUNDAGAI,190,,2,1,15.14999962,7.820000172,8.550000191,0.122000001,35,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
11/3/2016 11:43:00 PM,11077,9379,25554,5km D/S of Sandy Beach,-35.0754,147.69809,Murrumbidgee River,Murrumbidgee,,WAGGA WAGGA TO GUNDAGAI,190,,2,2,15.14000034,7.650000095,8.470000267,0.122000001,36.29999924,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
11/3/2016 11:43:00 PM,11077,9379,25555,5km D/S of Sandy Beach,-35.0754,147.69809,Murrumbidgee River,Murrumbidgee,,WAGGA WAGGA TO GUNDAGAI,190,,2,3,15.14000034,7.590000153,8.300000191,0.122000001,38.5,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
12/2/2014 2:26:00 AM,4922,3972,11605,68629,-36.39215,148.1828,Swampy Plains River,Upper Murray,MURRAY,UPPER MURRAY,425,,1,0.200000003,14.60999966,7.059999943,8.039999962,0.033,0,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
12/2/2014 2:26:00 AM,4922,3972,11606,68629,-36.39215,148.1828,Swampy Plains River,Upper Murray,MURRAY,UPPER MURRAY,425,,2,0.200000003,17.37000084,7.460000038,7.760000229,0.032000002,0,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
10/30/2017 11:46:00 PM,11619,9892,26993,81631,-36.0792,147.98173,Murray River,Upper Murray,,UPPER MURRAY,242,2.2000000000000002,1,0.200000003,12.01000023,7.090000153,9.260000229,0.023,18.20000076,C,2.160000086,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
10/30/2017 11:46:00 PM,11619,9892,26994,81631,-36.0792,147.98173,Murray River,Upper Murray,,UPPER MURRAY,242,2.2000000000000002,2,0.200000003,12.42000008,7.320000172,9.550000191,0.023,4.699999809,C,2.109999895,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
10/30/2017 11:46:00 PM,11619,9892,26995,81631,-36.0792,147.98173,Murray River,Upper Murray,,UPPER MURRAY,242,2.2000000000000002,2,1,12.43000031,6.75,9.109999657,0.023,4.300000191,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
10/30/2017 11:46:00 PM,11619,9892,26996,81631,-36.0792,147.98173,Murray River,Upper Murray,,UPPER MURRAY,242,2.2000000000000002,2,2,12.43000031,6.5,9.430000305,0.023,5.300000191,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
4/29/2015 12:04:00 AM,4934,3984,11647,89073,-29.11267,147.44962,Bokhara River,Condamine,,CULGOA RIVER,138,,1,0.200000003,14.80000019,8.270000458,6.489999771,0.140000001,587,L,0.699999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
4/29/2015 12:04:00 AM,4934,3984,11648,89073,-29.11267,147.44962,Bokhara River,Condamine,,CULGOA RIVER,138,,1,1,15.44999981,8.340000153,7.619999886,0.142000005,488,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
4/29/2015 12:04:00 AM,4934,3984,11649,89073,-29.11267,147.44962,Bokhara River,Condamine,,CULGOA RIVER,138,,1,2,15.39999962,8.079999924,7.190000057,0.141000003,485,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
4/29/2015 12:04:00 AM,4934,3984,11650,89073,-29.11267,147.44962,Bokhara River,Condamine,,CULGOA RIVER,138,,2,0.200000003,15.85999966,8.470000267,8.119999886,0.143999994,493,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
10/8/2019 6:02:00 AM,13362,8531,31087,Aberfrldy,-35.648,147.4419,Little Billabong Creek,Murrumbidgee,,UPPER BILLABONG,277,0.5,1,0.200000003,15.22999954,7.050000191,6.059999943,0.828000009,13,C,0.449999988,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
10/8/2019 6:02:00 AM,13362,8531,31088,Aberfrldy,-35.648,147.4419,Little Billabong Creek,Murrumbidgee,,UPPER BILLABONG,277,0.5,2,0.200000003,15.14999962,7.309999943,3.880000114,0.822000027,29,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
12/3/2018 5:43:00 AM,12693,8030,29512,Above Bensons Drop,-33.39016,145.904,Mountain Creek,Lachlan,,LAKE CARGELLIGO,,0.80000000000000004,1,0.200000003,24.5,8.760000229,6.619999886,0.423000008,394,H,0.200000003,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
12/3/2018 5:43:00 AM,12693,8030,29513,Above Bensons Drop,-33.39016,145.904,Mountain Creek,Lachlan,,LAKE CARGELLIGO,,0.80000000000000004,2,0.200000003,26.71999931,8.899999619,6.010000229,0.388999999,278,H,0.200000003,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
1/17/2017 1:20:00 AM,11043,9347,25370,Alagala Tsr,-32.39009,147.71111,Bogan River,Bogan River,MACQUARIE-BOGAN,UPPER BOGAN RIVER CATCHMENT,210,1.5,1,0.200000003,27.52000046,8.050000191,1.289999962,0.287,46.5,M,0.340000004,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/17/2017 1:20:00 AM,11043,9347,25372,Alagala Tsr,-32.39009,147.71111,Bogan River,Bogan River,MACQUARIE-BOGAN,UPPER BOGAN RIVER CATCHMENT,210,1.5,2,0.200000003,30.35000038,8.300000191,3.400000095,0.287,20.20000076,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/17/2017 1:20:00 AM,11043,9347,25374,Alagala Tsr,-32.39009,147.71111,Bogan River,Bogan River,MACQUARIE-BOGAN,UPPER BOGAN RIVER CATCHMENT,210,1.5,1,1,27.51000023,7.889999866,0.699999988,0.294,28.29999924,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
5/26/2020 1:32:00 AM,13473,8600,31318,Albert Griffiths Bridge,-30.80402,149.95358,Coxs Creek,Namoi,NAMOI,COX'S CREEK,250,0.80000000000000004,1,0.200000003,13.77000046,7.610000134,6.760000229,0.286000013,183,H,0.109999999,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
5/26/2020 1:32:00 AM,13473,8600,31319,Albert Griffiths Bridge,-30.80402,149.95358,Coxs Creek,Namoi,NAMOI,COX'S CREEK,250,0.80000000000000004,2,0.200000003,15.64000034,7.869999886,6.130000114,0.248999998,350,H,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/22/2017 12:15:00 AM,11801,9941,27200,Albury,-36.11137,146.90957,Murray River,Murray Riverina,MURRAY,HUME TO MULWALA,160,4.7999999999999998,1,0.200000003,13.02999973,7.570000172,9.609999657,0.041000001,0,C,1.559999943,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/22/2017 12:15:00 AM,11801,9941,27201,Albury,-36.11137,146.90957,Murray River,Murray Riverina,MURRAY,HUME TO MULWALA,160,4.7999999999999998,2,0.200000003,13.64999962,6.710000038,9.970000267,0.039999999,0,C,1.75,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/22/2017 12:15:00 AM,11801,9941,27202,Albury,-36.11137,146.90957,Murray River,Murray Riverina,MURRAY,HUME TO MULWALA,160,4.7999999999999998,2,1,13.64000034,6.639999866,9.930000305,0.041000001,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/22/2017 12:15:00 AM,11801,9941,27203,Albury,-36.11137,146.90957,Murray River,Murray Riverina,MURRAY,HUME TO MULWALA,160,4.7999999999999998,2,2,13.64999962,6.539999962,9.06000042,0.041999999,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/22/2017 12:15:00 AM,11801,9941,27204,Albury,-36.11137,146.90957,Murray River,Murray Riverina,MURRAY,HUME TO MULWALA,160,4.7999999999999998,2,3,13.60999966,6.489999771,8.640000343,0.039999999,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/22/2017 12:15:00 AM,11801,9941,27205,Albury,-36.11137,146.90957,Murray River,Murray Riverina,MURRAY,HUME TO MULWALA,160,4.7999999999999998,2,4,13.89000034,6.429999828,9.029999733,0.039999999,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
6/7/2018 3:33:00 AM,12097,10233,28211,Allianoy18aur,-35.05266,149.48373,Allianoyonyiga Creek,Lake George,,LAKE GEORGE,687,1.1000000000000001,1,0.200000003,11.26000023,8.149999619,9.989999771,1.860000014,8.5,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
6/7/2018 3:33:00 AM,12097,10233,28212,Allianoy18aur,-35.05266,149.48373,Allianoyonyiga Creek,Lake George,,LAKE GEORGE,687,1.1000000000000001,2,0.200000003,11.02999973,8.210000038,9.270000458,1.830000043,2.099999905,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
6/7/2018 3:33:00 AM,12097,10233,28213,Allianoy18aur,-35.05266,149.48373,Allianoyonyiga Creek,Lake George,,LAKE GEORGE,687,1.1000000000000001,2,0.5,11.02000046,8.220000267,8.869999886,1.830000043,3.299999952,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
12/11/2014 1:58:00 AM,4878,3928,11428,Allonby,-33.56716,149.25513,Belubula River,Lachlan,LACHLAN,BELUBULA RIVER ABOVE CARCOAR DAM,860,,1,0.200000003,17.70999908,7.300000191,1.659999967,0.509000003,4,L,0.300000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Murray-Darling Basin Fish Surveys:2014/15"
