Family,Number,Total %
Malacocera,3,0.07955449482895784
Marianthus,3,0.07955449482895784
Oxymyrrhine,3,0.07955449482895784
Parsonsia,3,0.07955449482895784
Peristylus,3,0.07955449482895784
Petrophile,3,0.07955449482895784
Phlegmatospermum,3,0.07955449482895784
Plagiobothrys,3,0.07955449482895784
Planchonella,3,0.07955449482895784
Polianthion,3,0.07955449482895784
Polymeria,3,0.07955449482895784
Psychotria,3,0.07955449482895784
Sannantha,3,0.07955449482895784
Schoenoplectiella,3,0.07955449482895784
Sphaeromorphaea,3,0.07955449482895784
Sporadanthus,3,0.07955449482895784
Stemodia,3,0.07955449482895784
Stenopetalum,3,0.07955449482895784
Symplocos,3,0.07955449482895784
Terminalia,3,0.07955449482895784
Tetrapora,3,0.07955449482895784
Thaumastochloa,3,0.07955449482895784
Trianthema,3,0.07955449482895784
Tricostularia,3,0.07955449482895784
Triplarina,3,0.07955449482895784
Vachellia,3,0.07955449482895784
Verticordia,3,0.07955449482895784
Vincetoxicum,3,0.07955449482895784
Wahlenbergia,3,0.07955449482895784
Xanthosia,3,0.07955449482895784
Actephila,2,0.05303632988597189
Alysicarpus,2,0.05303632988597189
Amperea,2,0.05303632988597189
Amphineuron,2,0.05303632988597189
Anthocercis,2,0.05303632988597189
Anthosachne,2,0.05303632988597189
Anticoryne,2,0.05303632988597189
Aotus,2,0.05303632988597189
Ardisia,2,0.05303632988597189
Argophyllum,2,0.05303632988597189
Beilschmiedia,2,0.05303632988597189
Blyxa,2,0.05303632988597189
Bulbostylis,2,0.05303632988597189
Caesia,2,0.05303632988597189
Callicarpa,2,0.05303632988597189
Calycopeplus,2,0.05303632988597189
Ceratopetalum,2,0.05303632988597189
Cochlospermum,2,0.05303632988597189
Coronidium,2,0.05303632988597189
Corybas,2,0.05303632988597189
Corymbia,2,0.05303632988597189
Corynotheca,2,0.05303632988597189
Crepidomanes,2,0.05303632988597189
Cyanthillium,2,0.05303632988597189
Cyathea,2,0.05303632988597189
Cycas,2,0.05303632988597189
Cymbopogon,2,0.05303632988597189
Cymodocea,2,0.05303632988597189
Decaschistia,2,0.05303632988597189
Dendrolobium,2,0.05303632988597189
Derris,2,0.05303632988597189
Deschampsia,2,0.05303632988597189
Dillwynia,2,0.05303632988597189
Dinebra,2,0.05303632988597189
Diospyros,2,0.05303632988597189
Dipteracanthus,2,0.05303632988597189
Dysphania,2,0.05303632988597189
Echinopogon,2,0.05303632988597189
Enneapogon,2,0.05303632988597189
Epacris,2,0.05303632988597189
Eremaea,2,0.05303632988597189
Eremochloa,2,0.05303632988597189
Eria,2,0.05303632988597189
Erymophyllum,2,0.05303632988597189
Eulophia,2,0.05303632988597189
Fuirena,2,0.05303632988597189
Gastrodia,2,0.05303632988597189
Geniostoma,2,0.05303632988597189
Gentianella,2,0.05303632988597189
Germainia,2,0.05303632988597189
Goodia,2,0.05303632988597189
Guioa,2,0.05303632988597189
Hakea,2,0.05303632988597189
Halophila,2,0.05303632988597189
Hyalosperma,2,0.05303632988597189
Hypoxis,2,0.05303632988597189
Isachne,2,0.05303632988597189
Isotoma,2,0.05303632988597189
Isotropis,2,0.05303632988597189
Kardomia,2,0.05303632988597189
Korthalsella,2,0.05303632988597189
Lagenophora,2,0.05303632988597189
Leptosema,2,0.05303632988597189
Lepturus,2,0.05303632988597189
Lindsaea,2,0.05303632988597189
Lithomyrtus,2,0.05303632988597189
Loxocarya,2,0.05303632988597189
Luzula,2,0.05303632988597189
Lysinema,2,0.05303632988597189
Macarthuria,2,0.05303632988597189
Marsilea,2,0.05303632988597189
Medicosma,2,0.05303632988597189
Melicope,2,0.05303632988597189
Memecylon,2,0.05303632988597189
Menkea,2,0.05303632988597189
Microlepidium,2,0.05303632988597189
Mimulus,2,0.05303632988597189
Mnesithea,2,0.05303632988597189
Monotaxis,2,0.05303632988597189
Muehlenbeckia,2,0.05303632988597189
Muelleranthus,2,0.05303632988597189
Muniria,2,0.05303632988597189
Neurachne,2,0.05303632988597189
Notogrammitis,2,0.05303632988597189
Nymphoides,2,0.05303632988597189
Oreobolus,2,0.05303632988597189
Oreogrammitis,2,0.05303632988597189
Oryza,2,0.05303632988597189
Patersonia,2,0.05303632988597189
Pauridia,2,0.05303632988597189
Peperomia,2,0.05303632988597189
Peplidium,2,0.05303632988597189
Pericalymma,2,0.05303632988597189
Phoringopsis,2,0.05303632988597189
Platychorda,2,0.05303632988597189
Premna,2,0.05303632988597189
Pseudoraphis,2,0.05303632988597189
Pteris,2,0.05303632988597189
Pycnosorus,2,0.05303632988597189
Ranunculus,2,0.05303632988597189
Rhagodia,2,0.05303632988597189
Scrotochloa,2,0.05303632988597189
Secamone,2,0.05303632988597189
Selaginella,2,0.05303632988597189
Seringia,2,0.05303632988597189
Sesbania,2,0.05303632988597189
Shonia,2,0.05303632988597189
Smilax,2,0.05303632988597189
Sondottia,2,0.05303632988597189
Stirlingia,2,0.05303632988597189
Syzygium,2,0.05303632988597189
Templetonia,2,0.05303632988597189
Tetragonia,2,0.05303632988597189
Tribulus,2,0.05303632988597189
Tricoryne,2,0.05303632988597189
Typhonium,2,0.05303632988597189
Uvaria,2,0.05303632988597189
Vigna,2,0.05303632988597189
Wendlandia,2,0.05303632988597189
Xylosma,2,0.05303632988597189
Zehneria,2,0.05303632988597189
Ziziphus,2,0.05303632988597189
Acalypha,1,0.026518164942985947
Achnophora,1,0.026518164942985947
Achyranthes,1,0.026518164942985947
Acianthus,1,0.026518164942985947
Acomis,1,0.026518164942985947
Acronychia,1,0.026518164942985947
Actinoscirpus,1,0.026518164942985947
Actinostachys,1,0.026518164942985947
Actinotus,1,0.026518164942985947
Acunniana,1,0.026518164942985947
Adelphacme,1,0.026518164942985947
Adenanthos,1,0.026518164942985947
Aeschynomene,1,0.026518164942985947
Afrohybanthus,1,0.026518164942985947
Agonis,1,0.026518164942985947
Aidia,1,0.026518164942985947
Albizia,1,0.026518164942985947
Alectryon,1,0.026518164942985947
Alternanthera,1,0.026518164942985947
Althaea,1,0.026518164942985947
Alyxia,1,0.026518164942985947
Amaracarpus,1,0.026518164942985947
Anacolosa,1,0.026518164942985947
Aneilema,1,0.026518164942985947
Anemocarpa,1,0.026518164942985947
Antrophyum,1,0.026518164942985947
Aphanes,1,0.026518164942985947
Apluda,1,0.026518164942985947
Archeria,1,0.026518164942985947
Arthraxon,1,0.026518164942985947
Arundinella,1,0.026518164942985947
Arytera,1,0.026518164942985947
Asterolasia,1,0.026518164942985947
Asteromyrtus,1,0.026518164942985947
Asystasia,1,0.026518164942985947
Athroisma,1,0.026518164942985947
Auranticarpa,1,0.026518164942985947
Austrobryonia,1,0.026518164942985947
Azorella,1,0.026518164942985947
Baileyoxylon,1,0.026518164942985947
Balanophora,1,0.026518164942985947
Balladonia,1,0.026518164942985947
Baloskion,1,0.026518164942985947
Basedowia,1,0.026518164942985947
Berrya,1,0.026518164942985947
Billardiera,1,0.026518164942985947
Blennospora,1,0.026518164942985947
Boerhavia,1,0.026518164942985947
Bolbitis,1,0.026518164942985947
Bonnaya,1,0.026518164942985947
Bridelia,1,0.026518164942985947
Brownlowia,1,0.026518164942985947
Bryobium,1,0.026518164942985947
Buchnera,1,0.026518164942985947
Bulbophyllum,1,0.026518164942985947
Cadetia,1,0.026518164942985947
Calciphilopteris,1,0.026518164942985947
Caldesia,1,0.026518164942985947
Callitriche,1,0.026518164942985947
Calorophus,1,0.026518164942985947
Calymmodon,1,0.026518164942985947
Calyptochloa,1,0.026518164942985947
Camonea,1,0.026518164942985947
Canarium,1,0.026518164942985947
Capparis,1,0.026518164942985947
Cardamine,1,0.026518164942985947
Carinavalva,1,0.026518164942985947
Cartonema,1,0.026518164942985947
Casearia,1,0.026518164942985947
Caustis,1,0.026518164942985947
Cayratia,1,0.026518164942985947
Celastrus,1,0.026518164942985947
Celtis,1,0.026518164942985947
Centella,1,0.026518164942985947
Centotheca,1,0.026518164942985947
Cephalosorus,1,0.026518164942985947
Ceratophyllum,1,0.026518164942985947
Chaetanthus,1,0.026518164942985947
Chamaeraphis,1,0.026518164942985947
Chamaescilla,1,0.026518164942985947
Cheiranthera,1,0.026518164942985947
Cheyniana,1,0.026518164942985947
Chionachne,1,0.026518164942985947
Chionanthus,1,0.026518164942985947
Chionochloa,1,0.026518164942985947
Chondropyxis,1,0.026518164942985947
Choretrum,1,0.026518164942985947
Chorizandra,1,0.026518164942985947
Chrysopogon,1,0.026518164942985947
Cinnamomum,1,0.026518164942985947
Cissus,1,0.026518164942985947
Clausospicula,1,0.026518164942985947
Cleistochloa,1,0.026518164942985947
Clerodendrum,1,0.026518164942985947
Codariocalyx,1,0.026518164942985947
Coix,1,0.026518164942985947
Coleanthera,1,0.026518164942985947
Colobanthus,1,0.026518164942985947
Combretum,1,0.026518164942985947
Commicarpus,1,0.026518164942985947
Conospermum,1,0.026518164942985947
Conothamnus,1,0.026518164942985947
Cooktownia,1,0.026518164942985947
Cordia,1,0.026518164942985947
Corokia,1,0.026518164942985947
Crassula,1,0.026518164942985947
Cratystylis,1,0.026518164942985947
Cristonia,1,0.026518164942985947
Crudia,1,0.026518164942985947
Ctenopterella,1,0.026518164942985947
Ctenopteris,1,0.026518164942985947
Cyathochaeta,1,0.026518164942985947
Cyathostemon,1,0.026518164942985947
Cycnogeton,1,0.026518164942985947
Cymaria,1,0.026518164942985947
Cymbonotus,1,0.026518164942985947
Cynodon,1,0.026518164942985947
Dallwatsonia,1,0.026518164942985947
Dansiea,1,0.026518164942985947
Dapsilanthus,1,0.026518164942985947
Dasymalla,1,0.026518164942985947
Decaisnina,1,0.026518164942985947
Decaneuropsis,1,0.026518164942985947
Demorchis,1,0.026518164942985947
Dendrocnide,1,0.026518164942985947
Desmodium,1,0.026518164942985947
Dianella,1,0.026518164942985947
Dicladanthera,1,0.026518164942985947
Didymoglossum,1,0.026518164942985947
Didymoplexis,1,0.026518164942985947
Dielsiodoxa,1,0.026518164942985947
Dimeria,1,0.026518164942985947
Dimorphocoma,1,0.026518164942985947
Diocirea,1,0.026518164942985947
Diodontium,1,0.026518164942985947
Dioscorea,1,0.026518164942985947
Diplazium,1,0.026518164942985947
Diplolaena,1,0.026518164942985947
Dischidia,1,0.026518164942985947
Dissocarpus,1,0.026518164942985947
Distimake,1,0.026518164942985947
Dithyrostegia,1,0.026518164942985947
Drakaea,1,0.026518164942985947
Dryadodaphne,1,0.026518164942985947
Drypetes,1,0.026518164942985947
Duboisia,1,0.026518164942985947
Ecdeiocolea,1,0.026518164942985947
Eclipta,1,0.026518164942985947
Ehretia,1,0.026518164942985947
Elaeocarpus,1,0.026518164942985947
Elatostema,1,0.026518164942985947
Elionurus,1,0.026518164942985947
Embelia,1,0.026518164942985947
Enhalus,1,0.026518164942985947
Enicostema,1,0.026518164942985947
Enteropogon,1,0.026518164942985947
Entolasia,1,0.026518164942985947
Eremophea,1,0.026518164942985947
Ericomyrtus,1,0.026518164942985947
Erigeron,1,0.026518164942985947
Eriochilus,1,0.026518164942985947
Eriochloa,1,0.026518164942985947
Erodiophyllum,1,0.026518164942985947
Erodium,1,0.026518164942985947
Eryngium,1,0.026518164942985947
Eschenbachia,1,0.026518164942985947
Ethuliopsis,1,0.026518164942985947
Euchiton,1,0.026518164942985947
Euphrasia,1,0.026518164942985947
Exocarpos,1,0.026518164942985947
Faradaya,1,0.026518164942985947
Feldstonia,1,0.026518164942985947
Festuca,1,0.026518164942985947
Flickingeria,1,0.026518164942985947
Fontainea,1,0.026518164942985947
Gaimardia,1,0.026518164942985947
Garnotia,1,0.026518164942985947
Gentiana,1,0.026518164942985947
Gilesia,1,0.026518164942985947
Glinus,1,0.026518164942985947
Glossocardia,1,0.026518164942985947
Glossocarya,1,0.026518164942985947
Glossostigma,1,0.026518164942985947
Glyceria,1,0.026518164942985947
Glycosmis,1,0.026518164942985947
Goodyera,1,0.026518164942985947
Gossia,1,0.026518164942985947
Gratwickia,1,0.026518164942985947
Gynandropsis,1,0.026518164942985947
Gynochthodes,1,0.026518164942985947
Habenaria,1,0.026518164942985947
Haeckeria,1,0.026518164942985947
Haegiela,1,0.026518164942985947
Halodule,1,0.026518164942985947
Haloragodendron,1,0.026518164942985947
Haptotrichion,1,0.026518164942985947
Hedyotis,1,0.026518164942985947
Helichrysum,1,0.026518164942985947
Helicteres,1,0.026518164942985947
Hemisteptia,1,0.026518164942985947
Hemmantia,1,0.026518164942985947
Heterachne,1,0.026518164942985947
Heterostemma,1,0.026518164942985947
Heterozostera,1,0.026518164942985947
Hierochloe,1,0.026518164942985947
Holcolemma,1,0.026518164942985947
Hollandaea,1,0.026518164942985947
Hopkinsia,1,0.026518164942985947
Hoppea,1,0.026518164942985947
Humata,1,0.026518164942985947
Hybanthus,1,0.026518164942985947
Hygrochloa,1,0.026518164942985947
Hypericum,1,0.026518164942985947
Hypoestes,1,0.026518164942985947
Ileostylus,1,0.026518164942985947
Illigera,1,0.026518164942985947
Iotasperma,1,0.026518164942985947
Ixodia,1,0.026518164942985947
Ixora,1,0.026518164942985947
Jagera,1,0.026518164942985947
Jedda,1,0.026518164942985947
Johnsonia,1,0.026518164942985947
Kalanchoe,1,0.026518164942985947
Kelita,1,0.026518164942985947
Knoxia,1,0.026518164942985947
Koeleria,1,0.026518164942985947
Lasianthus,1,0.026518164942985947
Lemna,1,0.026518164942985947
Lepidagathis,1,0.026518164942985947
Lepisanthes,1,0.026518164942985947
Leptochilus,1,0.026518164942985947
Leptorhynchos,1,0.026518164942985947
Ligustrum,1,0.026518164942985947
Limosella,1,0.026518164942985947
Liparis,1,0.026518164942985947
Liparophyllum,1,0.026518164942985947
Lissanthe,1,0.026518164942985947
Litsea,1,0.026518164942985947
Lycianthes,1,0.026518164942985947
Lycopodiella,1,0.026518164942985947
Lyginia,1,0.026518164942985947
Lysimachia,1,0.026518164942985947
Lysiosepalum,1,0.026518164942985947
Lythrum,1,0.026518164942985947
Macrozamia,1,0.026518164942985947
Malaccotristicha,1,0.026518164942985947
Mallotus,1,0.026518164942985947
Malvastrum,1,0.026518164942985947
Mammea,1,0.026518164942985947
Mapania,1,0.026518164942985947
Melanostachya,1,0.026518164942985947
Melastoma,1,0.026518164942985947
Melhania,1,0.026518164942985947
Melicytus,1,0.026518164942985947
Mentha,1,0.026518164942985947
Microcarpaea,1,0.026518164942985947
Microchloa,1,0.026518164942985947
Microsorum,1,0.026518164942985947
Microstegium,1,0.026518164942985947
Microtis,1,0.026518164942985947
Monotoca,1,0.026518164942985947
Mucuna,1,0.026518164942985947
Myristica,1,0.026518164942985947
Neisosperma,1,0.026518164942985947
Neofabricia,1,0.026518164942985947
Nephrolepis,1,0.026518164942985947
Newcastelia,1,0.026518164942985947
Notelaea,1,0.026518164942985947
Notisia,1,0.026518164942985947
Nyssanthes,1,0.026518164942985947
Oberonia,1,0.026518164942985947
Ochrosperma,1,0.026518164942985947
Oeceoclades,1,0.026518164942985947
Omegandra,1,0.026518164942985947
Oplismenus,1,0.026518164942985947
Oreomyrrhis,1,0.026518164942985947
Ornduffia,1,0.026518164942985947
Osteocarpum,1,0.026518164942985947
Paenula,1,0.026518164942985947
Pandanus,1,0.026518164942985947
Papistylus,1,0.026518164942985947
Paragoodia,1,0.026518164942985947
Parietaria,1,0.026518164942985947
Paspalum,1,0.026518164942985947
Pelargonium,1,0.026518164942985947
Pellaea,1,0.026518164942985947
Pentapetes,1,0.026518164942985947
Phlegmariurus,1,0.026518164942985947
Phyllota,1,0.026518164942985947
Physopsis,1,0.026518164942985947
Pilbara,1,0.026518164942985947
Pileanthus,1,0.026518164942985947
Pilidiostigma,1,0.026518164942985947
Pilostyles,1,0.026518164942985947
Pimelodendron,1,0.026518164942985947
Pithocarpa,1,0.026518164942985947
Platysace,1,0.026518164942985947
Pleioluma,1,0.026518164942985947
Plexaure,1,0.026518164942985947
Pneumatopteris,1,0.026518164942985947
Poikilogyne,1,0.026518164942985947
Polhillides,1,0.026518164942985947
Polygonum,1,0.026518164942985947
Polyscias,1,0.026518164942985947
Polystichum,1,0.026518164942985947
Pontederia,1,0.026518164942985947
Portulaca,1,0.026518164942985947
Potamogeton,1,0.026518164942985947
Potentilla,1,0.026518164942985947
Pouzolzia,1,0.026518164942985947
Proiphys,1,0.026518164942985947
Psammomoya,1,0.026518164942985947
Pseudanthus,1,0.026518164942985947
Pteridrys,1,0.026518164942985947
Quinqueremulus,1,0.026518164942985947
Rhizanthella,1,0.026518164942985947
Rhodamnia,1,0.026518164942985947
Rhynchosia,1,0.026518164942985947
Rhysotoechia,1,0.026518164942985947
Ripogonum,1,0.026518164942985947
Rorippa,1,0.026518164942985947
Rotala,1,0.026518164942985947
Rothia,1,0.026518164942985947
Roycea,1,0.026518164942985947
Rumex,1,0.026518164942985947
Rumicastrum,1,0.026518164942985947
Rutidosis,1,0.026518164942985947
Salacia,1,0.026518164942985947
Salicornia,1,0.026518164942985947
Samolus,1,0.026518164942985947
Sarcanthopsis,1,0.026518164942985947
Sarcolobus,1,0.026518164942985947
Sarcopteryx,1,0.026518164942985947
Scambopus,1,0.026518164942985947
Schenkia,1,0.026518164942985947
Sciaphila,1,0.026518164942985947
Sedopsis,1,0.026518164942985947
Seorsus,1,0.026518164942985947
Serjania,1,0.026518164942985947
Sersalisia,1,0.026518164942985947
Sicyos,1,0.026518164942985947
Sophora,1,0.026518164942985947
Sowerbaea,1,0.026518164942985947
Spergularia,1,0.026518164942985947
Sphaerolobium,1,0.026518164942985947
Spondias,1,0.026518164942985947
Stachystemon,1,0.026518164942985947
Stawellia,1,0.026518164942985947
