id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
65043391,2017/10/24,2017-10-24,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-16 23:49:40 UTC,2020-11-16 23:49:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65043391,https://inaturalist-open-data.s3.amazonaws.com/photos/104660226/medium.jpeg,,"",Seedling.,0,0,false,,"Christmas Island 6798, Christmas Island",-10.4920877649,105.6334570815,8828,,,,8828,,,false,,,,Christmas Island,Barringtonia racemosa,Barringtonia racemosa,Freshwater Mangrove,Plantae,196659
65043456,2017/10/26,2017-10-26,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-16 23:51:40 UTC,2020-11-16 23:51:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65043456,https://inaturalist-open-data.s3.amazonaws.com/photos/104660387/medium.jpeg,,"",Seedlings.,0,0,false,,"Christmas Island 6798, Christmas Island",-10.4839876008,105.634831484,8828,,,,8828,,,false,,,,Christmas Island,Barringtonia racemosa,Barringtonia racemosa,Freshwater Mangrove,Plantae,196659
65044345,2017/10/28,2017-10-28,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-17 00:07:07 UTC,2020-11-17 00:07:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65044345,https://inaturalist-open-data.s3.amazonaws.com/photos/104661753/medium.jpeg,,"",Small sapling.,0,0,false,,"Christmas Island 6798, Christmas Island",-10.4880364448,105.6410134464,8828,,,,8828,,,false,,,,Christmas Island,Dysoxylum gaudichaudianum,Dysoxylum gaudichaudianum,Ivory Mahogany,Plantae,348331
65044631,2017/10/30,2017-10-30,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-17 00:10:40 UTC,2021-08-20 23:44:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65044631,https://inaturalist-open-data.s3.amazonaws.com/photos/104662158/medium.jpeg,,"",,1,0,false,,"6798, Christmas Island",-10.4927584967,105.6355243536,8828,,,,8828,,,false,,,,Christmas Island,血桐,Macaranga tanarius,Macaranga,Plantae,165027
65044738,2017/10/28,2017-10-28,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-17 00:12:36 UTC,2020-11-17 00:12:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65044738,https://inaturalist-open-data.s3.amazonaws.com/photos/104662286/medium.jpeg,,"",Small sapling.,0,0,false,,"Christmas Island 6798, Christmas Island",-10.487363971,105.636205375,8828,,,,8828,,,false,,,,Christmas Island,Aidia racemosa,Aidia racemosa,Archer Cherry,Plantae,370069
65832237,2017/11/05,2017-11-05,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-29 19:12:11 UTC,2022-02-23 07:53:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65832237,https://inaturalist-open-data.s3.amazonaws.com/photos/106024731/medium.jpeg,,"",Ochrosia ackeringae - according to the Christmas Island plant list.,1,0,false,,"Christmas Island 6798, Christmas Island",-10.4521909968,105.6877492998,174,,,,174,,open,false,,,,Christmas Island,Ochrosia ackeringae,Ochrosia ackeringae,,Plantae,340927
65833149,2017/11/11,2017-11-11,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-29 19:27:45 UTC,2021-10-30 00:15:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65833149,https://inaturalist-open-data.s3.amazonaws.com/photos/106026455/medium.jpeg,,"",,1,0,false,,"Christmas Island 6798, Christmas Island",-10.4833096039,105.6348338524,8828,,,,8828,,,false,,,,Christmas Island,Cockspur Thorn,Maclura cochinchinensis,Cockspur Thorn,Plantae,370175
65833824,2017/11/11,2017-11-11,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-29 19:38:52 UTC,2021-08-22 09:54:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65833824,https://inaturalist-open-data.s3.amazonaws.com/photos/106028127/medium.jpeg,,"",,1,0,false,,"Christmas Island 6798, Christmas Island",-10.4880322977,105.6362099094,8828,,,,8828,,open,false,,,,Christmas Island,瓊崖海棠,Calophyllum inophyllum,Alexandrian Laurel,Plantae,159698
65834161,2017/11/11,2017-11-11,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-29 19:44:03 UTC,2022-02-23 08:19:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65834161,https://inaturalist-open-data.s3.amazonaws.com/photos/106028613/medium.jpeg,,"",,1,0,false,,"Hosnies Spring, Christmas Island 6798, Christmas Island",-10.4778538,105.6917084,2133,,,,2133,,open,false,,,,Christmas Island,Black Mangrove,Bruguiera gymnorhiza,orange mangrove,Plantae,1361284
65834687,2017/11/11,2017-11-11,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-29 19:53:10 UTC,2020-11-29 19:53:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65834687,https://inaturalist-open-data.s3.amazonaws.com/photos/106029820/medium.jpeg,,"",Sapling.,0,0,false,,"Christmas Island 6798, Christmas Island",-10.490060018,105.6334609684,8828,,,,8828,,,false,,,,Christmas Island,Pittosporum ferrugineum,Pittosporum ferrugineum,,Plantae,369335
65834782,2017/11/11,2017-11-11,,Central Time (US & Canada),3790746,kehnaturalist,2020-11-29 19:54:35 UTC,2020-11-29 19:54:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65834782,https://inaturalist-open-data.s3.amazonaws.com/photos/106029935/medium.jpeg,,"",,0,0,false,,"Christmas Island 6798, Christmas Island",-10.4846601333,105.6368965423,8828,,,,8828,,,false,,,,Christmas Island,Callicarpa longifolia,Callicarpa longifolia,Chukin,Plantae,369605
65922142,2017/10/28,2017-10-28,,Central Time (US & Canada),3790746,kehnaturalist,2020-12-01 03:08:47 UTC,2020-12-01 03:09:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65922142,https://inaturalist-open-data.s3.amazonaws.com/photos/106183243/medium.jpeg,,"","I have submitted two photos; in one, i removed the leaf litter, so that it is easier to see the spatial arrangement of the seedlings around a red crab burrow.",0,0,false,,"Christmas Island 6798, Christmas Island",-10.4853344032,105.6382663772,8828,,,,8828,,,false,,,,Christmas Island,Inocarpus fagifer,Inocarpus fagifer,Polynesian Chestnut,Plantae,48870
66529173,2017/11/08,2017-11-08,,Central Time (US & Canada),3790746,kehnaturalist,2020-12-13 18:17:30 UTC,2021-08-03 08:11:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/66529173,https://inaturalist-open-data.s3.amazonaws.com/photos/107268785/medium.jpeg,,"",,0,0,false,,"Christmas Island 6798, Christmas Island",-10.4887110496,105.6327692278,8828,,,,8828,,,false,,,,Christmas Island,Schefflera elliptica,Heptapleurum ellipticum,bungaruau,Plantae,1268661
66920933,2019/12/22 8:41 AM HKT,2019-12-22,2019-12-22 00:41:00 UTC,Hong Kong,364517,blackdogto,2020-12-22 15:16:29 UTC,2020-12-22 15:18:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/66920933,https://inaturalist-open-data.s3.amazonaws.com/photos/107994001/medium.jpeg,,"Christmas Island, CXR, Drumsite, geo:lat=-10.48514900, geo:lon=105.62427500, geotagged",,0,0,false,,"Christmas Island 6798, Christmas Island",-10.485149,105.624275,,,,,,,,false,,,,Christmas Island,Pandanus christmatensis,Pandanus christmatensis,,Plantae,359808
66997740,2019/12/22 9:17 AM HKT,2019-12-22,2019-12-22 01:17:00 UTC,Hong Kong,364517,blackdogto,2020-12-24 09:18:36 UTC,2020-12-28 16:11:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66997740,https://inaturalist-open-data.s3.amazonaws.com/photos/108137281/medium.jpeg,,"Christmas Island, CXR, Drumsite, geo:lat=-10.47762800, geo:lon=105.62995600, geotagged",,1,0,false,,"Christmas Island 6798, Christmas Island",-10.477628,105.629956,,,,,,,,false,,,,Christmas Island,stinking passionflower,Passiflora foetida,stinking passionflower,Plantae,51448
66997984,2019/12/22 8:23 AM HKT,2019-12-22,2019-12-22 00:23:00 UTC,Hong Kong,364517,blackdogto,2020-12-24 09:28:57 UTC,2021-02-01 00:11:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66997984,https://inaturalist-open-data.s3.amazonaws.com/photos/108137605/medium.jpeg,,"Christmas Island, CXR, geo:lat=-10.48816800, geo:lon=105.62208200, geotagged, South Point",,1,0,false,,"Christmas Island 6798, Christmas Island",-10.488168,105.622082,,,,,,,,false,,,,Christmas Island,Freshwater Mangrove,Barringtonia racemosa,Freshwater Mangrove,Plantae,196659
73488060,Sat Apr 10 2021 16:05:20 GMT+0700 (GMT+7),2021-04-10,2021-04-10 09:05:20 UTC,Bangkok,3980529,danicalockett,2021-04-10 13:54:46 UTC,2021-04-16 14:52:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73488060,https://inaturalist-open-data.s3.amazonaws.com/photos/119982947/medium.jpg,,"","",1,0,false,3,"Christmas Island, Christmas Island, CX",-10.46582,105.711105,5,,,,5,,open,false,,,,Christmas Island,黃槿,Hibiscus tiliaceus,sea hibiscus,Plantae,62868
79930394,Wed May 19 2021 17:16:48 GMT+0700 (GMT+7),2021-05-19,2021-05-19 10:16:48 UTC,Bangkok,2609176,karinasorrell,2021-05-23 12:48:44 UTC,2021-12-21 10:06:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79930394,https://inaturalist-open-data.s3.amazonaws.com/photos/130958532/medium.jpg,,"","",1,0,false,3,"Christmas Island, Christmas Island, CX",-10.4845033333,105.5555633333,4,,,,4,,open,false,,,,Christmas Island,Polynesian Chestnut,Inocarpus fagifer,Polynesian Chestnut,Plantae,48870
91107111,Sat Aug 14 2021 12:02:39 GMT+0700 (GMT+7),2021-08-14,2021-08-14 05:02:39 UTC,Bangkok,826681,regineandersen,2021-08-14 12:35:22 UTC,2021-08-14 12:36:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/91107111,https://inaturalist-open-data.s3.amazonaws.com/photos/150648265/medium.jpg,,"","",0,0,false,3,"Christmas Island, Christmas Island, CX",-10.4768783333,105.6840966667,4,,,,4,,,false,,,,Christmas Island,"",Asplenium listeri,Christmas Island spleenwort,Plantae,138163
104003095,2021/11/12 3:36 PM AWST,2021-11-12,2021-11-12 07:36:00 UTC,Perth,1817777,jolanalan,2021-12-31 01:42:56 UTC,2021-12-31 01:42:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/104003095,https://inaturalist-open-data.s3.amazonaws.com/photos/174202629/medium.jpeg,,"Christmas Island, Claoxylon indicum, Euphorb",,0,0,false,,"Christmas Island 6798, Christmas Island",-10.4319551321,105.665770983,244,,,,244,,open,false,,,,Christmas Island,Claoxylon indicum,Claoxylon indicum,Laping Budak,Plantae,344862
